date,open,high,low,close,volume,dividends,stock_splits,rsi,macd,macd_signal,macd_histogram,volatility,sma_20,sma_50
2020-01-02 00:00:00-05:00,2.184000015258789,2.187999963760376,2.115999937057495,2.121999979019165,164570,0.0,0.0,,0.0,0.0,0.0,,,
2020-01-03 00:00:00-05:00,2.128999948501587,2.1630001068115234,2.0829999446868896,2.130000114440918,144669,0.0,0.0,,0.0001794902177953972,9.971678766410955e-05,7.977343013128765e-05,,,
2020-01-06 00:00:00-05:00,2.111999988555908,2.1730000972747803,2.0989999771118164,2.134999990463257,154678,0.0,0.0,,0.000383752020193473,0.00021612466984827485,0.00016762735034519814,,,
2020-01-07 00:00:00-05:00,2.1489999294281006,2.177999973297119,2.1019999980926514,2.1619999408721924,163006,0.0,0.0,,0.0014420724302479648,0.0006314186266232375,0.0008106538036247274,,,
2020-01-08 00:00:00-05:00,2.1530001163482666,2.184999942779541,2.115000009536743,2.1410000324249268,242559,0.0,0.0,,0.0011511539696669182,0.0007860281408556507,0.00036512582881126745,,,
2020-01-09 00:00:00-05:00,2.1510000228881836,2.1700000762939453,2.1050000190734863,2.1659998893737793,230026,0.0,0.0,,0.002023643175035339,0.0011214906251831316,0.0009021525498522074,,,
2020-01-10 00:00:00-05:00,2.1659998893737793,2.2339999675750732,2.13700008392334,2.2019999027252197,282652,0.0,0.0,,0.0041791837223632555,0.0018953111762503225,0.002283872546112933,,,
2020-01-13 00:00:00-05:00,2.2100000381469727,2.2260000705718994,2.1630001068115234,2.181999921798706,232949,0.0,0.0,,0.004606148847949854,0.002546776446073435,0.0020593724018764187,,,
2020-01-14 00:00:00-05:00,2.187999963760376,2.255000114440918,2.1730000972747803,2.187000036239624,281854,0.0,0.0,,0.005079803527083815,0.003131918268198982,0.0019478852588848327,,,
2020-01-15 00:00:00-05:00,2.180999994277954,2.188999891281128,2.1040000915527344,2.119999885559082,218920,0.0,0.0,,0.0018907622606287866,0.002853827273495897,-0.0009630650128671105,,,
2020-01-16 00:00:00-05:00,2.134000062942505,2.1700000762939453,2.071000099182129,2.0769999027252197,206418,0.0,0.0,,-0.002731054612839845,0.0016318870284237248,-0.0043629416412635695,,,
2020-01-17 00:00:00-05:00,2.0769999027252197,2.078000068664551,1.99399995803833,2.003000020980835,213282,0.0,0.0,,-0.010147268306298862,-0.0008977815387741359,-0.009249486767524726,,,
2020-01-21 00:00:00-05:00,1.9700000286102295,1.9700000286102295,1.8300000429153442,1.8949999809265137,255723,0.0,0.0,,-0.021613450180206772,-0.005281936748620715,-0.016331513431586057,,,
2020-01-22 00:00:00-05:00,1.9119999408721924,1.9420000314712524,1.8949999809265137,1.9049999713897705,240000,0.0,0.0,25.835182095556505,-0.029335765308872386,-0.010314015630365632,-0.019021749678506755,,,
2020-01-23 00:00:00-05:00,1.9149999618530273,1.9800000190734863,1.9129999876022339,1.9259999990463257,179792,0.0,0.0,29.148934281427827,-0.03353907894875974,-0.015128420092009048,-0.018410658856750688,,,
2020-01-24 00:00:00-05:00,1.937999963760376,1.9450000524520874,1.871999979019165,1.8930000066757202,142191,0.0,0.0,26.060583875334473,-0.03830841629652193,-0.019898690508345817,-0.018409725788176113,,,
2020-01-27 00:00:00-05:00,1.934999942779541,1.9759999513626099,1.8880000114440918,1.9019999504089355,72170,0.0,0.0,26.653294835966534,-0.04091333905960126,-0.024198442015012964,-0.016714897044588298,,,
2020-01-28 00:00:00-05:00,1.9019999504089355,1.9520000219345093,1.8830000162124634,1.934000015258789,59297,0.0,0.0,27.380957449375074,-0.040388428049042746,-0.02749583986065462,-0.012892588188388125,,,
2020-01-29 00:00:00-05:00,1.9270000457763672,1.937999963760376,1.8580000400543213,1.8769999742507935,171881,0.0,0.0,25.555553838549585,-0.04315026081251783,-0.030672504614878148,-0.012477756197639678,,,
2020-01-30 00:00:00-05:00,1.878999948501587,1.8860000371932983,1.815000057220459,1.8289999961853027,219698,0.0,0.0,20.07106819107696,-0.04788707803127257,-0.03415557638157618,-0.013731501649696387,,2.0393999755382537,
2020-01-31 00:00:00-05:00,1.8320000171661377,1.8559999465942383,1.812000036239624,1.840999960899353,135678,0.0,0.0,16.512074305185862,-0.05017901589643614,-0.03739009747596275,-0.012788918420473389,0.3189035961451311,2.025349974632263,
2020-02-03 00:00:00-05:00,1.8519999980926514,1.8799999952316284,1.8140000104904175,1.819000005722046,163786,0.0,0.0,16.45103231694769,-0.05283123236825982,-0.040501280936446934,-0.012329951431812883,0.3168141088179674,2.0097999691963198,
2020-02-04 00:00:00-05:00,1.8229999542236328,1.8880000114440918,1.8040000200271606,1.871999979019165,184043,0.0,0.0,23.259756845426637,-0.0506611186325967,-0.042545314319097007,-0.008115804313499696,0.3413669653010377,1.996649968624115,
2020-02-05 00:00:00-05:00,1.8760000467300415,1.8839999437332153,1.8250000476837158,1.8609999418258667,195459,0.0,0.0,25.703564224411437,-0.04913389357235953,-0.04386928243239213,-0.005264611139967401,0.33396265565646244,1.9815999686717987,
2020-02-06 00:00:00-05:00,1.8650000095367432,1.906000018119812,1.8320000171661377,1.8619999885559082,186209,0.0,0.0,28.10591224738431,-0.04729903042734773,-0.04455783330302584,-0.002741197124321894,0.33494268082620526,1.9676499664783478,
2020-02-07 00:00:00-05:00,1.8630000352859497,1.8980000019073486,1.8420000076293945,1.8580000400543213,272131,0.0,0.0,32.779099808472296,-0.04559723745782085,-0.04476634431986467,-0.0008308931379561804,0.32839005985868785,1.9522499740123749,
2020-02-10 00:00:00-05:00,1.812999963760376,1.812999963760376,1.7589999437332153,1.7660000324249268,337225,0.0,0.0,34.07407930685534,-0.050259640849376286,-0.045867666459307156,-0.00439197439006913,0.34749485932899127,1.9304499804973603,
2020-02-11 00:00:00-05:00,1.7680000066757202,1.7999999523162842,1.753000020980835,1.7879999876022339,278434,0.0,0.0,35.97122281591824,-0.051736160424306066,-0.047043639915786487,-0.004692520508519579,0.3571359922999655,1.9107499837875366,
2020-02-12 00:00:00-05:00,1.7899999618530273,1.8550000190734863,1.7890000343322754,1.843999981880188,303309,0.0,0.0,40.92919968878984,-0.04824968545949182,-0.04728522285602071,-0.0009644626034711126,0.38388681916007455,1.8935999810695647,
