date,open,high,low,close,volume,dividends,stock_splits,rsi,macd,macd_signal,macd_histogram,volatility,sma_20,sma_50
2020-01-02 00:00:00-05:00,52.54999923706055,52.54999923706055,52.54999923706055,52.54999923706055,38,0.0,0.0,,0.0,0.0,0.0,,,
2020-01-03 00:00:00-05:00,52.849998474121094,52.849998474121094,52.849998474121094,52.849998474121094,13,0.0,0.0,,0.006730752113533356,0.003739306729740753,0.002991445383792603,,,
2020-01-06 00:00:00-05:00,52.5,52.5,52.5,52.5,165,0.0,0.0,,-0.0022771175813858235,0.0012735590612462544,-0.0035506766426320778,,,
2020-01-07 00:00:00-05:00,52.650001525878906,52.650001525878906,52.650001525878906,52.650001525878906,29,0.0,0.0,,-0.0009025189758915531,0.000536405254627756,-0.0014389242305193092,,,
2020-01-08 00:00:00-05:00,52.5,52.5,52.5,52.5,138,0.0,0.0,,-0.006105488290167216,-0.0014394079131479966,-0.004666080377019219,,,
2020-01-09 00:00:00-05:00,52.5,52.5,52.5,52.5,53,0.0,0.0,,-0.009118415572238803,-0.0035208459333283043,-0.0055975696389104984,,,
2020-01-10 00:00:00-05:00,53.0,53.0,53.0,53.0,70,0.0,0.0,,0.011757268909128982,0.0003456373502821823,0.011411631558846799,,,
2020-01-13 00:00:00-05:00,53.29999923706055,53.29999923706055,53.29999923706055,53.29999923706055,72,0.0,0.0,,0.03983392124706597,0.009835414548022595,0.02999850669904338,,,
2020-01-14 00:00:00-05:00,52.20000076293945,52.20000076293945,52.20000076293945,52.20000076293945,80,0.0,0.0,,0.004095456603209868,0.00850945578669265,-0.004413999183482781,,,
2020-01-15 00:00:00-05:00,51.75,51.75,51.75,51.75,81,0.0,0.0,,-0.04449527972183631,-0.003366681887891445,-0.04112859783394487,,,
2020-01-16 00:00:00-05:00,50.849998474121094,50.849998474121094,50.849998474121094,50.849998474121094,6,0.0,0.0,,-0.12693180276180271,-0.03040202429190139,-0.09652977846990132,,,
2020-01-17 00:00:00-05:00,50.599998474121094,50.599998474121094,50.599998474121094,50.599998474121094,48,0.0,0.0,,-0.19937598902377118,-0.06669054542184859,-0.13268544360192258,,,
2020-01-21 00:00:00-05:00,50.25,50.25,50.25,50.25,21,0.0,0.0,,-0.2702285286741173,-0.10976625420647161,-0.16046227446764566,,,
