date,CL=F_close,NG=F_close,MTF=F_close,CL=F_open,NG=F_open,MTF=F_open,CL=F_high,NG=F_high,MTF=F_high,CL=F_low,NG=F_low,MTF=F_low,CL=F_volume,NG=F_volume,MTF=F_volume,CL=F_rsi,NG=F_rsi,MTF=F_rsi,CL=F_macd,NG=F_macd,MTF=F_macd,CL=F_volatility,NG=F_volatility,MTF=F_volatility,epu,gpr,vix,dxy,fed_funds_rate,year,month,day,dayofweek,dayofyear,quarter,is_weekend,is_holiday,CL=F_next_day,NG=F_next_day,MTF=F_next_day,news_title,news_description,news_source,gdelt_tone,gdelt_goldstein_scale,gdelt_title
2020-01-01,100.99342830602247,52.116398569619406,200.44809044681358,101.21873483073816,51.801342608410906,199.91667904567515,101.74151928887113,52.604066437063786,201.69234540752635,100.27670065830512,52.013968252483714,196.77121664775692,2316857,1168636,273588,79.53326169762018,40.4704995298819,46.30304519751288,0.20464641131851016,-0.1734517704429465,0.9568626765774366,0.09093647770498654,0.09829093427497698,0.06320964329114537,86.6118724088635,57.83881536540861,17.96021690050519,92.62428630240342,2.0261885449859807,2020,1,1,2,1,1,0,0,99.7344243001768,49.85759425283319,201.0896826625342,Natural gas futures fall amid warm weather,Natural gas futures fall amid warm weather - Market analysis shows significant impact on energy commodity prices.,Reuters,1.0808503077100053,0.36300309406654224,Sanctions impact energy sector operations
2020-01-02,99.7344243001768,49.85759425283319,201.0896826625342,99.77581075206952,49.56590477941274,200.89660058852758,100.02608323336584,50.082065611929686,204.16074420927796,99.32170502098204,48.73761165671746,197.6022936484197,2346364,1170188,811226,71.15536705296137,10.330614935393129,36.582746934254345,-0.9727074517021784,0.30333769871330557,-0.41182461127685505,0.23442200642732192,0.6051370274894725,0.00226711473007829,99.04592203325437,57.47378491267366,16.45487040768511,95.23120036714651,2.538950417846687,2020,1,2,3,2,1,0,0,101.31728288123972,50.039227336936435,200.01605894946422,Renewable energy investments reach record high,Renewable energy investments reach record high - Market analysis shows significant impact on energy commodity prices.,Bloomberg,-1.8280465906373824,-0.4995239681034789,Sanctions impact energy sector operations
2020-01-03,101.31728288123972,50.039227336936435,200.01605894946422,101.33567429782684,49.904151320602956,201.0663785017406,101.6066217868827,50.91329512319858,202.61314160900238,99.59456039967436,49.12340172257962,198.59685690666126,3195498,1554725,443795,58.67896781909552,32.2238888768768,61.02712852555192,0.9119371980399182,-0.18304925983840256,-0.6055830543233953,0.17727667012377,0.14830646379156193,0.4432085430945827,75.1510799422162,74.86208306827422,21.657980628573938,94.70561225610392,2.835269914719694,2020,1,3,4,3,1,0,0,103.07891842037355,51.07875098866359,193.7323523479974,Energy transition accelerates globally,Energy transition accelerates globally - Market analysis shows significant impact on energy commodity prices.,Bloomberg,1.7422763701235588,-1.020678656724685,Geopolitical tensions rise in energy-producing regions
2020-01-04,103.07891842037355,51.07875098866359,193.7323523479974,101.88676502598068,50.85194978282661,193.12135122390777,103.24914221234474,51.920074785670245,194.9604248759118,102.5448554640566,50.62819934517142,189.9131868136036,3225975,855008,444696,57.548513156208195,35.17355845769936,50.3422820306026,0.7076727438025812,0.23616770366496276,0.468560899817254,0.1793799705903456,0.3214357587201997,0.3020281810715278,133.05356870809908,59.18383075512001,18.1741626068153,90.65788655434453,2.8070755963068534,2020,1,4,5,4,1,1,0,99.57550486063,50.37173000193359,200.47051596940128,Coal exports increase from Australia,Coal exports increase from Australia - Market analysis shows significant impact on energy commodity prices.,WSJ,3.4882767866610798,0.5210625874389402,Diplomatic relations influence energy markets
2020-01-05,99.57550486063,50.37173000193359,200.47051596940128,99.94808029277242,50.43890806411758,201.26685598915012,100.21075039723397,50.54285256700699,204.12846548190998,99.49291453521349,50.30368177259277,198.88985320600435,3528965,1501176,533384,47.88220427645213,66.76425058053542,56.86223215054133,-0.0074777674045682025,-0.09705526222447605,-0.6540572785867678,0.13310137344045087,0.28174263086253937,0.3341874066711016,79.47940849493466,47.1297638137501,13.293262161668386,92.16333167448123,1.8310001867604846,2020,1,5,6,5,1,1,0,99.58649059869748,51.45708720716779,206.62390199004275,Oil prices surge on OPEC production cuts,Oil prices surge on OPEC production cuts - Market analysis shows significant impact on energy commodity prices.,Reuters,2.126685970602079,0.2261159047163063,Diplomatic relations influence energy markets
2020-01-06,99.58649059869748,51.45708720716779,206.62390199004275,99.6535738066954,50.87312962126013,206.62228027307938,100.61273297400038,52.70870610970253,211.08859405641422,99.55437514326516,51.35832253843321,203.50185612914683,3870641,1446522,819134,48.00166369957811,42.24074659907562,74.64158956165713,-0.5900495613285737,-0.3118870005009013,-0.47991028599557983,0.09000104927411685,0.24700191849564557,0.06755598905236429,75.16858987588932,57.30073738922675,23.990194176986158,90.2266346632982,2.8067569806455483,2020,1,6,0,6,1,0,0,103.22414304612978,50.46354495536024,198.9034528399503,Energy transition accelerates globally,Energy transition accelerates globally - Market analysis shows significant impact on energy commodity prices.,WSJ,-3.0874242779022607,-1.093209544236997,Geopolitical tensions rise in energy-producing regions
2020-01-07,103.22414304612978,50.46354495536024,198.9034528399503,103.43831407146014,50.12816667294922,198.72628472483552,103.83437805182378,50.4757847902862,199.2539395658789,102.13653606093082,50.18877265995522,197.24072433099832,4285395,1448880,781716,77.69085139701912,60.142512545236514,53.96484522251606,0.2816096348371652,0.3454961782515809,-0.4014539543016786,0.14338818757973337,0.44818169757253534,0.287033116089081,104.54375599802177,45.222991235889666,17.092696036126124,89.91798599690429,2.2768071703494988,2020,1,7,1,7,1,0,0,101.61153977593999,49.11967909685643,197.7966011270255,Natural gas futures fall amid warm weather,Natural gas futures fall amid warm weather - Market analysis shows significant impact on energy commodity prices.,Reuters,1.056896506271357,0.6247751122666476,Trade agreements affect energy commodity flows
2020-01-08,101.61153977593999,49.11967909685643,197.7966011270255,101.25580867889813,49.5814382569089,198.04549509615876,102.08628188077988,49.60101336406094,199.41418936385836,100.84947590207739,49.079185142155346,196.70416029605113,1156974,1422050,505815,62.37019204296763,34.45802125525629,71.92367390866858,-0.7309649674682991,-0.21224645321426175,-0.17828902622489967,0.27637094401258067,0.5419064444059807,0.1624531831771055,92.8779597647125,39.933245253506556,12.462293154252452,96.44197750592879,1.7766357260249985,2020,1,8,2,8,1,0,0,99.14867444828344,50.58606689788583,201.09813987409586,Energy sector faces regulatory challenges,Energy sector faces regulatory challenges - Market analysis shows significant impact on energy commodity prices.,WSJ,-0.9180770926217631,0.9570364896076986,Diplomatic relations influence energy markets
2020-01-09,99.14867444828344,50.58606689788583,201.09813987409586,98.9564460087949,50.307600907681426,200.706983501843,99.52622918112135,50.90288683084112,204.8266795486088,97.22743703119383,49.95628553345096,200.0604657884525,4191989,1432865,473859,53.985738202429744,8.71191648568356,23.801591887918327,0.8384757475060455,0.03287001613373057,-0.583315227841885,0.2993023591583774,0.13302287600824353,0.07265332379534042,138.60642491604617,14.143598998413992,25.58253599142059,92.69868412093284,2.9698119803006473,2020,1,9,3,9,1,0,0,101.18369620984444,48.33369875035526,200.9124906007316,Winter weather drives natural gas demand,Winter weather drives natural gas demand - Market analysis shows significant impact on energy commodity prices.,WSJ,0.1050320406991802,0.7894668650995761,Trade agreements affect energy commodity flows
2020-01-10,101.18369620984444,48.33369875035526,200.9124906007316,100.97818374159286,48.70672723378614,200.48345335263892,101.3657366409301,49.46206130299997,205.4018551115921,101.02984198097094,48.15510231085779,200.7112463790607,1895144,1340597,764871,14.891862599599307,69.6668414687492,20.806560097074716,-0.08070762856837733,-0.38979260343465977,-1.6346962592299241,0.4134468687990854,0.1360042224175964,0.2304097859895587,128.17064759703055,55.822135575876814,25.762382855324617,100.61218852281421,1.6950694799425738,2020,1,10,4,10,1,0,0,99.18269363956675,50.217604071260624,203.5508232399513,Oil prices surge on OPEC production cuts,Oil prices surge on OPEC production cuts - Market analysis shows significant impact on energy commodity prices.,Bloomberg,-0.7482972272973117,0.9644712272535013,Geopolitical tensions rise in energy-producing regions
